batch_id,unit_id,description,connector,primary_band,scan_label,scan_range_mhz,res_freq_mhz,swr_at_res,spot1_label,spot1_freq_mhz,spot1_swr,spot2_label,spot2_freq_mhz,spot2_swr,spot3_label,spot3_freq_mhz,spot3_swr,overall_status,notes
BF8,1,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2426.8,1.424,2400MHz,2400.0,1.479,2450MHz,2450.0,1.477,2484MHz,2484.0,1.576,Good,2.4 GHz SWR at resonance elevated (1.424)
BF8,1,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,5178.0,1.062,5150MHz,5150.0,1.133,5500MHz,5500.0,1.568,5850MHz,5850.0,1.641,Good,2.4 GHz SWR at resonance elevated (1.424)
BF8,2,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2432.0,1.411,2400MHz,2400.0,1.505,2450MHz,2450.0,1.452,2484MHz,2484.0,1.581,Good,2.4 GHz SWR at resonance elevated (1.411)
BF8,2,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,5196.0,1.059,5150MHz,5150.0,1.25,5500MHz,5500.0,1.541,5850MHz,5850.0,1.802,Good,2.4 GHz SWR at resonance elevated (1.411)
BF8,3,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2429.0,1.284,2400MHz,2400.0,1.372,2450MHz,2450.0,1.289,2484MHz,2484.0,1.405,Good,
BF8,3,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,5184.0,1.038,5150MHz,5150.0,1.162,5500MHz,5500.0,1.703,5850MHz,5850.0,1.892,Good,
BF8,4,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2428.2,1.195,2400MHz,2400.0,1.294,2450MHz,2450.0,1.226,2484MHz,2484.0,1.305,Good,
BF8,4,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,5217.0,1.102,5150MHz,5150.0,1.311,5500MHz,5500.0,1.444,5850MHz,5850.0,1.683,Good,
BF8,5,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2423.8,1.516,2400MHz,2400.0,1.545,2450MHz,2450.0,1.558,2484MHz,2484.0,1.62,Good,5 GHz resonance above scan ceiling (>6000 MHz); true resonance untested; SWR at 5850 MHz elevated (1.99); 2.4 GHz SWR at resonance elevated (1.516)
BF8,5,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,6000.0,1.192,5150MHz,5150.0,1.24,5500MHz,5500.0,1.5,5850MHz,5850.0,1.993,Good,5 GHz resonance above scan ceiling (>6000 MHz); true resonance untested; SWR at 5850 MHz elevated (1.99); 2.4 GHz SWR at resonance elevated (1.516)
BF8,6,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2423.0,1.273,2400MHz,2400.0,1.309,2450MHz,2450.0,1.318,2484MHz,2484.0,1.436,Good,SWR at 5850 MHz elevated (2.01)
BF8,6,Bingfu 8dBi Dual-Band RP-SMA,RP-SMA Male,5GHz,5GHz,4800–6000,5217.0,1.217,5150MHz,5150.0,1.488,5500MHz,5500.0,1.466,5850MHz,5850.0,2.006,Good,SWR at 5850 MHz elevated (2.01)
BPi,BPi-01,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2507.8,1.257,2400MHz,2400.0,1.915,2450MHz,2450.0,1.645,2484MHz,2484.0,1.341,Good,"2.4 GHz resonance 2507.8 MHz, above band — SWR rises steeply at lower channels; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-01,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5061.0,1.1,5150MHz,5150.0,1.436,5500MHz,5500.0,1.478,5850MHz,5850.0,1.299,Good,"2.4 GHz resonance 2507.8 MHz, above band — SWR rises steeply at lower channels; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-02,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2484.5,1.203,2400MHz,2400.0,1.797,2450MHz,2450.0,1.433,2484MHz,2484.0,1.204,Marginal,"v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 5G weak (max SWR 2.09), 2.4G good (1.69)"
BPi,BPi-02,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,4989.0,1.119,5150MHz,5150.0,1.632,5500MHz,5500.0,1.684,5850MHz,5850.0,1.295,Marginal,"v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 5G weak (max SWR 2.09), 2.4G good (1.69)"
BPi,BPi-03,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2556.5,1.46,2400MHz,2400.0,2.205,2450MHz,2450.0,2.383,2484MHz,2484.0,2.169,Marginal,"2.4 GHz resonance 2556.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 2.383; SWR at 2484 MHz 2.169; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.42), 5G good (1.77)"
BPi,BPi-03,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5064.0,1.043,5150MHz,5150.0,1.378,5500MHz,5500.0,1.345,5850MHz,5850.0,1.323,Marginal,"2.4 GHz resonance 2556.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 2.383; SWR at 2484 MHz 2.169; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.42), 5G good (1.77)"
BPi,BPi-04,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2526.5,1.183,2400MHz,2400.0,2.125,2450MHz,2450.0,1.944,2484MHz,2484.0,1.574,Marginal,"2.4 GHz resonance 2526.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.944; SWR at 2484 MHz 1.574; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.10), 5G good (1.80)"
BPi,BPi-04,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5028.0,1.055,5150MHz,5150.0,1.62,5500MHz,5500.0,1.565,5850MHz,5850.0,1.296,Marginal,"2.4 GHz resonance 2526.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.944; SWR at 2484 MHz 1.574; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.10), 5G good (1.80)"
BPi,BPi-05,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2527.2,1.256,2400MHz,2400.0,2.012,2450MHz,2450.0,1.855,2484MHz,2484.0,1.545,Good,"2.4 GHz resonance 2527.2 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.855; SWR at 2484 MHz 1.545; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-05,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5034.0,1.048,5150MHz,5150.0,1.602,5500MHz,5500.0,1.505,5850MHz,5850.0,1.332,Good,"2.4 GHz resonance 2527.2 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.855; SWR at 2484 MHz 1.545; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-06,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2553.5,1.378,2400MHz,2400.0,1.907,2450MHz,2450.0,1.872,2484MHz,2484.0,1.672,Good,"2.4 GHz resonance 2553.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.872; SWR at 2484 MHz 1.672; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-06,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5052.0,1.063,5150MHz,5150.0,1.487,5500MHz,5500.0,1.476,5850MHz,5850.0,1.368,Good,"2.4 GHz resonance 2553.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.872; SWR at 2484 MHz 1.672; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-07,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2533.2,1.176,2400MHz,2400.0,2.194,2450MHz,2450.0,2.091,2484MHz,2484.0,1.72,Marginal,"2.4 GHz resonance 2533.2 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 2.091; SWR at 2484 MHz 1.720; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.21), 5G good (1.93)"
BPi,BPi-07,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5031.0,1.048,5150MHz,5150.0,1.536,5500MHz,5500.0,1.443,5850MHz,5850.0,1.327,Marginal,"2.4 GHz resonance 2533.2 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 2.091; SWR at 2484 MHz 1.720; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes | Marginal — 2.4G weak (max SWR 2.21), 5G good (1.93)"
BPi,BPi-08,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2529.5,1.454,2400MHz,2400.0,2.019,2450MHz,2450.0,1.826,2484MHz,2484.0,1.604,Good,"2.4 GHz resonance 2529.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.826; SWR at 2484 MHz 1.604; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
BPi,BPi-08,Banana Pi R3 Bundled Dual-Band WiFi Antenna,RP-SMA Male,5GHz,5GHz,4800–6000,4980.0,1.066,5150MHz,5150.0,1.758,5500MHz,5500.0,1.702,5850MHz,5850.0,1.338,Good,"2.4 GHz resonance 2529.5 MHz, above band — SWR rises steeply at lower channels; SWR at 2450 MHz 1.826; SWR at 2484 MHz 1.604; v3 marker readings underestimated 2.4 GHz offset — S1P data supersedes"
SB,SB-01,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2366.8,1.064,2400MHz,2400.0,1.094,2450MHz,2450.0,1.094,2484MHz,2484.0,1.157,Good,"Resonance 2366.8 MHz, well below band center; 2.4 GHz only (silver insert); 5 GHz untested/not rated"
SB,SB-02,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2405.8,1.046,2400MHz,2400.0,1.052,2450MHz,2450.0,1.199,2484MHz,2484.0,1.367,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-03,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2357.0,1.169,2400MHz,2400.0,1.323,2450MHz,2450.0,1.659,2484MHz,2484.0,1.877,Good,"Resonance 2357.0 MHz, well below band center; SWR at 2484 MHz elevated (1.877); 2.4 GHz only (silver insert); 5 GHz untested/not rated"
SB,SB-04,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2458.2,1.051,2400MHz,2400.0,1.174,2450MHz,2450.0,1.069,2484MHz,2484.0,1.105,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-05,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2409.5,1.081,2400MHz,2400.0,1.097,2450MHz,2450.0,1.254,2484MHz,2484.0,1.459,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-06,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2441.8,1.159,2400MHz,2400.0,1.309,2450MHz,2450.0,1.16,2484MHz,2484.0,1.266,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-07,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2447.0,1.091,2400MHz,2400.0,1.311,2450MHz,2450.0,1.094,2484MHz,2484.0,1.152,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-08,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2444.0,1.006,2400MHz,2400.0,1.19,2450MHz,2450.0,1.034,2484MHz,2484.0,1.2,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
SB,SB-09,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2485.2,1.014,2400MHz,2400.0,1.498,2450MHz,2450.0,1.199,2484MHz,2484.0,1.015,Good,2.4 GHz only (silver insert); 5 GHz untested/not rated
PB,PB-01,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2353.2,1.245,2400MHz,2400.0,1.403,2450MHz,2450.0,1.705,2484MHz,2484.0,1.926,Marginal,"SWR at 2484 MHz 1.926; 5 GHz SWR at 5850 MHz 2.482; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.34), 2.4G good (1.93)"
PB,PB-01,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,4866.0,1.076,5150MHz,5150.0,1.929,5500MHz,5500.0,1.088,5850MHz,5850.0,2.482,Marginal,"SWR at 2484 MHz 1.926; 5 GHz SWR at 5850 MHz 2.482; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.34), 2.4G good (1.93)"
PB,PB-02,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2304.5,1.168,2400MHz,2400.0,1.684,2450MHz,2450.0,1.99,2484MHz,2484.0,2.156,Marginal,"2.4 GHz resonance 2304.5 MHz, far below band; SWR at 2484 MHz 2.156; 5 GHz SWR at 5850 MHz 2.017; Dual-band (black insert) | Marginal — 2.4G weak (max SWR 2.16), 5G good (1.94)"
PB,PB-02,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,5490.0,1.092,5150MHz,5150.0,1.623,5500MHz,5500.0,1.129,5850MHz,5850.0,2.017,Marginal,"2.4 GHz resonance 2304.5 MHz, far below band; SWR at 2484 MHz 2.156; 5 GHz SWR at 5850 MHz 2.017; Dual-band (black insert) | Marginal — 2.4G weak (max SWR 2.16), 5G good (1.94)"
PB,PB-03,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2435.8,1.374,2400MHz,2400.0,1.407,2450MHz,2450.0,1.401,2484MHz,2484.0,1.479,Good,Dual-band (black insert)
PB,PB-03,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,4953.0,1.053,5150MHz,5150.0,1.696,5500MHz,5500.0,1.381,5850MHz,5850.0,1.898,Good,Dual-band (black insert)
PB,PB-04,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2353.2,1.138,2400MHz,2400.0,1.296,2450MHz,2450.0,1.591,2484MHz,2484.0,1.794,Marginal,"5 GHz SWR at 5850 MHz 2.512; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.33), 2.4G good (1.79)"
PB,PB-04,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,5403.0,1.04,5150MHz,5150.0,1.784,5500MHz,5500.0,1.19,5850MHz,5850.0,2.512,Marginal,"5 GHz SWR at 5850 MHz 2.512; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.33), 2.4G good (1.79)"
PB,PB-05,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2384.0,1.001,2400MHz,2400.0,1.092,2450MHz,2450.0,1.509,2484MHz,2484.0,1.789,Marginal,"5 GHz SWR at 5850 MHz 2.187; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.03), 2.4G good (1.79)"
PB,PB-05,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,5490.0,1.067,5150MHz,5150.0,1.546,5500MHz,5500.0,1.07,5850MHz,5850.0,2.187,Marginal,"5 GHz SWR at 5850 MHz 2.187; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.03), 2.4G good (1.79)"
PB,PB-06,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2401.2,1.075,2400MHz,2400.0,1.077,2450MHz,2450.0,1.323,2484MHz,2484.0,1.565,Marginal,"5 GHz SWR at 5850 MHz 2.439; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.28), 2.4G good (1.57)"
PB,PB-06,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,5523.0,1.004,5150MHz,5150.0,1.991,5500MHz,5500.0,1.044,5850MHz,5850.0,2.439,Marginal,"5 GHz SWR at 5850 MHz 2.439; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.28), 2.4G good (1.57)"
PB,PB-07,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2332.2,1.254,2400MHz,2400.0,1.415,2450MHz,2450.0,1.711,2484MHz,2484.0,1.928,Marginal,"2.4 GHz resonance 2332.2 MHz, far below band; SWR at 2484 MHz 1.928; 5 GHz SWR at 5850 MHz 2.280; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.15), 2.4G good (1.93)"
PB,PB-07,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,4953.0,1.004,5150MHz,5150.0,1.499,5500MHz,5500.0,1.014,5850MHz,5850.0,2.28,Marginal,"2.4 GHz resonance 2332.2 MHz, far below band; SWR at 2484 MHz 1.928; 5 GHz SWR at 5850 MHz 2.280; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.15), 2.4G good (1.93)"
PB,PB-08,Bingfu 3dBi SMA Male,SMA Male,2.4GHz,2.4GHz,2300–2600,2431.2,1.112,2400MHz,2400.0,1.234,2450MHz,2450.0,1.189,2484MHz,2484.0,1.418,Marginal,"5 GHz SWR at 5850 MHz 2.107; 5 GHz SWR at 5150 MHz 2.096; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.23), 2.4G good (1.42)"
PB,PB-08,Bingfu 3dBi SMA Male,SMA Male,5GHz,5GHz,4800–6000,4887.0,1.066,5150MHz,5150.0,2.096,5500MHz,5500.0,1.312,5850MHz,5850.0,2.107,Marginal,"5 GHz SWR at 5850 MHz 2.107; 5 GHz SWR at 5150 MHz 2.096; Dual-band (black insert) | Marginal — 5G weak (max SWR 2.23), 2.4G good (1.42)"
MIMO2,MIMO2-01,2-port dual-band MIMO panel antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2440.2,1.025,2412MHz,2412.0,1.268,2437MHz,2437.0,1.051,2484MHz,2484.0,1.209,Good,Excellent resonance at 2440 MHz; all in-band spots well under 1.3. Clean port.
MIMO2,MIMO2-01,2-port dual-band MIMO panel antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5538.0,1.118,5180MHz,5180.0,1.424,5500MHz,5500.0,1.245,5850MHz,5850.0,1.258,Good,Dense low-SWR minima across full 5 GHz band — cable-affected MIMO measurement. SWR@res and all spots under 1.5. PASS per resonance validity ruling.
MIMO2,MIMO2-02,2-port dual-band MIMO panel antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2444.0,1.015,2412MHz,2412.0,1.14,2437MHz,2437.0,1.04,2484MHz,2484.0,1.133,Good,Near-perfect resonance at 2444 MHz; all in-band spots under 1.16. Best 2.4 GHz result of the batch.
MIMO2,MIMO2-02,2-port dual-band MIMO panel antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5925.0,1.004,5180MHz,5180.0,1.116,5500MHz,5500.0,1.027,5850MHz,5850.0,1.077,Good,Exceptionally flat 5 GHz response; all spots under 1.12. Dense clean resonances across full band. Best 5 GHz port in this session.
MIMO3,MIMO3-01,3-port dual-band MIMO panel antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2435.0,1.009,2412MHz,2412.0,1.329,2437MHz,2437.0,1.072,2484MHz,2484.0,1.139,Good,Resonance at 2435 MHz; clean at 2437/2484; slight rise at 2412 still well under threshold.
MIMO3,MIMO3-01,3-port dual-band MIMO panel antenna,RP-SMA Male,5GHz,5GHz,4998–6000,5280.0,1.183,5180MHz,5180.0,1.342,5500MHz,5500.0,1.186,5850MHz,5850.0,1.308,Good,Scan starts at 4998 MHz (truncated low end). All spots under 1.36; cable-affected MIMO pattern. PASS per resonance ruling.
MIMO3,MIMO3-02,3-port dual-band MIMO panel antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2599,2522.0,1.015,2412MHz,2412.0,1.208,2437MHz,2437.0,1.029,2484MHz,2484.0,1.227,Good,Resonance slightly high at 2522 MHz but multiple minima through band; all in-band spots under 1.25.
MIMO3,MIMO3-02,3-port dual-band MIMO panel antenna,RP-SMA Male,5GHz,5GHz,4800–6000,4833.0,1.01,5180MHz,5180.0,1.391,5500MHz,5500.0,1.258,5850MHz,5850.0,1.429,Good,Primary resonance at 4833 MHz (below band); in-band spots 1.26–1.43. Slightly elevated vs other ports but all under 1.5. PASS per resonance ruling.
MIMO3,MIMO3-03,3-port dual-band MIMO panel antenna,RP-SMA Male,2.4GHz,2.4GHz,2300–2600,2529.5,1.095,2412MHz,2412.0,1.309,2437MHz,2437.0,1.375,2484MHz,2484.0,1.162,Good,Resonance high at 2530 MHz; in-band spots 1.16–1.44. Weakest 2.4 GHz port of the MIMO3 set but all spots stay under 1.5.
MIMO3,MIMO3-03,3-port dual-band MIMO panel antenna,RP-SMA Male,5GHz,5GHz,4800–6000,5484.0,1.111,5180MHz,5180.0,1.488,5500MHz,5500.0,1.154,5850MHz,5850.0,1.594,Good,5850 MHz approaching 1.6; 5180 MHz at 1.49. Highest spot readings of the MIMO3 5 GHz ports. Still under 2.0 per resonance ruling but worth noting.
TC,TC-01,Techtoo 9dBi 2.4GHz omnidirectional stick,RP-SMA Male,2.4GHz,2.4GHz,2300–2592,2444.8,1.004,2412MHz,2412.0,1.579,2437MHz,2437.0,1.103,2484MHz,2484.0,1.432,Good,Near-perfect resonance at 2445 MHz; under 1.6 across entire 2.4GHz band. Excellent result for a claimed 9dBi stick.
ZBM2,ZBM2-BLE,ZBM2 Industries The Stubby — BLE variant (SMA Male),SMA Male,2.4GHz,2.4GHz,2300–2600,2467.2,1.18,2412MHz,2412.0,1.204,2437MHz,2437.0,1.19,2484MHz,2484.0,1.248,Good,Flat response across entire 2.4 GHz band; all spots under 1.25. Excellent BLE/WiFi coverage.
ZBM2,ZBM2-BLE,ZBM2 Industries The Stubby — BLE variant (SMA Male),SMA Male,5GHz,5GHz,4800–6000,5223.0,1.003,5180MHz,5180.0,1.192,5500MHz,5500.0,2.505,5850MHz,5850.0,4.523,Good,Clean resonance at 5223 MHz but falls apart above ~5300. Usable for 5180 MHz only; not a 5 GHz antenna.
BF3S,BF3S-01,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,2.4GHz,2.4GHz,2300–2600,2324.0,1.13,2400MHz,2400.0,1.503,2450MHz,2450.0,1.897,2484MHz,2484.0,2.19,Do_Not_Use,"SMA variant; resonance 2324.0 MHz 2.4G, 5472.0 MHz 5G; SWR at 2484=2.190, 5850=2.135; Unit 1 outlier — resonance 126 MHz below band center"
BF3S,BF3S-01,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,5GHz,5GHz,4800–6000,5472.0,1.123,5150MHz,5150.0,1.594,5500MHz,5500.0,1.157,5850MHz,5850.0,2.135,Good,"SMA variant; resonance 2324.0 MHz 2.4G, 5472.0 MHz 5G; SWR at 2484=2.190, 5850=2.135; Unit 1 outlier — resonance 126 MHz below band center"
BF3S,BF3S-02,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,2.4GHz,2.4GHz,2300–2600,2390.75,1.081,2400MHz,2400.0,1.1,2450MHz,2450.0,1.428,2484MHz,2484.0,1.715,Good,"SMA variant; resonance 2390.8 MHz 2.4G, 4959.0 MHz 5G; SWR at 2484=1.715, 5850=1.970"
BF3S,BF3S-02,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,5GHz,5GHz,4800–6000,4959.0,1.092,5150MHz,5150.0,1.702,5500MHz,5500.0,1.29,5850MHz,5850.0,1.97,Good,"SMA variant; resonance 2390.8 MHz 2.4G, 4959.0 MHz 5G; SWR at 2484=1.715, 5850=1.970"
BF3S,BF3S-03,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,2.4GHz,2.4GHz,2300–2600,2407.25,1.088,2400MHz,2400.0,1.105,2450MHz,2450.0,1.305,2484MHz,2484.0,1.593,Good,"SMA variant; resonance 2407.2 MHz 2.4G, 4959.0 MHz 5G; SWR at 2484=1.593, 5850=2.064"
BF3S,BF3S-03,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,5GHz,5GHz,4800–6000,4959.0,1.087,5150MHz,5150.0,1.631,5500MHz,5500.0,1.232,5850MHz,5850.0,2.064,Good,"SMA variant; resonance 2407.2 MHz 2.4G, 4959.0 MHz 5G; SWR at 2484=1.593, 5850=2.064"
BF3S,BF3S-04,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,2.4GHz,2.4GHz,2300–2600,2396.75,1.099,2400MHz,2400.0,1.101,2450MHz,2450.0,1.398,2484MHz,2484.0,1.67,Good,"SMA variant; resonance 2396.8 MHz 2.4G, 4971.0 MHz 5G; SWR at 2484=1.670, 5850=2.092"
BF3S,BF3S-04,Bingfu 3dBi Dual-Band SMA Male Antenna,SMA Male,5GHz,5GHz,4800–6000,4971.0,1.083,5150MHz,5150.0,1.657,5500MHz,5500.0,1.2,5850MHz,5850.0,2.092,Good,"SMA variant; resonance 2396.8 MHz 2.4G, 4971.0 MHz 5G; SWR at 2484=1.670, 5850=2.092"
